tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
4809.00;end_private_0;1000.00;11.71;4266.00;186.00;start_private_0;5.10;0.00;tripinfo_car62;543.00;car62;0;4995.30;0.86;0.00;126.22;car;;0;0.00
4810.00;end_private_0;1000.00;12.60;4269.00;189.00;start_private_0;5.10;0.00;tripinfo_car63;541.00;car63;0;4995.30;0.98;0.00;172.24;car;;0;0.00
4812.00;end_private_0;1000.00;13.48;4272.00;192.00;start_private_0;5.10;0.00;tripinfo_car64;540.00;car64;0;4995.30;0.97;0.00;169.11;car;;0;0.00
4814.00;end_private_0;1000.00;14.01;4275.00;195.00;start_private_0;5.10;0.00;tripinfo_car65;539.00;car65;0;4995.30;1.02;0.00;185.74;car;;0;0.00
4815.00;end_private_0;1000.00;13.43;4278.00;198.00;start_private_0;5.10;0.00;tripinfo_car66;537.00;car66;0;4995.30;0.99;0.00;175.28;car;;0;0.00
4817.00;end_private_0;1000.00;13.12;4281.00;201.00;start_private_0;5.10;0.00;tripinfo_car67;536.00;car67;0;4995.30;1.01;0.00;180.72;car;;0;0.00
4819.00;end_private_0;1000.00;13.75;4284.00;204.00;start_private_0;5.10;0.00;tripinfo_car68;535.00;car68;0;4995.30;1.02;0.00;180.58;car;;0;0.00
4821.00;end_private_0;1000.00;12.46;4287.00;207.00;start_private_0;5.10;0.00;tripinfo_car69;534.00;car69;0;4995.30;0.99;0.00;169.67;car;;0;0.00
4822.00;end_private_0;1000.00;15.30;4290.00;210.00;start_private_0;5.10;0.00;tripinfo_car70;532.00;car70;0;4995.30;1.21;0.00;234.41;car;;0;0.00
4824.00;end_private_0;1000.00;13.59;4293.00;213.00;start_private_0;5.10;0.00;tripinfo_car71;531.00;car71;0;4995.30;1.02;0.00;176.97;car;;0;0.00
4826.00;end_private_0;1000.00;12.18;4296.00;216.00;start_private_0;5.10;0.00;tripinfo_car72;530.00;car72;0;4995.30;0.97;0.00;157.71;car;;0;0.00
4828.00;end_private_0;1000.00;12.53;4299.00;219.00;start_private_0;5.10;0.00;tripinfo_car73;529.00;car73;0;4995.30;0.99;0.00;165.27;car;;0;0.00
4829.00;end_private_0;1000.00;13.11;4302.00;222.00;start_private_0;5.10;0.00;tripinfo_car74;527.00;car74;0;4995.30;1.04;0.00;179.54;car;;0;0.00
4833.00;end_private_0;1000.00;11.81;4305.00;225.00;start_private_0;5.10;0.00;tripinfo_car75;528.00;car75;0;4995.30;0.86;0.00;108.99;car;;0;0.00
4835.00;end_private_0;1000.00;12.89;4308.00;228.00;start_private_0;5.10;0.00;tripinfo_car76;527.00;car76;0;4995.30;0.95;0.00;146.01;car;;0;0.00
4837.00;end_private_0;1000.00;11.50;4311.00;231.00;start_private_0;5.10;0.00;tripinfo_car77;526.00;car77;0;4995.30;0.85;0.00;101.91;car;;0;0.00
4839.00;end_private_0;1000.00;11.91;4314.00;234.00;start_private_0;5.10;0.00;tripinfo_car78;525.00;car78;0;4995.30;0.93;0.00;138.25;car;;0;0.00
4840.00;end_private_0;1000.00;14.07;4317.00;237.00;start_private_0;5.10;0.00;tripinfo_car79;523.00;car79;0;4995.30;1.10;0.00;195.86;car;;0;0.00
4842.00;end_private_0;1000.00;16.07;4320.00;240.00;start_private_0;5.10;0.00;tripinfo_car80;522.00;car80;0;4995.30;1.17;0.00;213.91;car;;0;0.00
4843.00;end_private_0;1000.00;15.05;4323.00;243.00;start_private_0;5.10;0.00;tripinfo_car81;520.00;car81;0;4995.30;1.12;0.00;199.03;car;;0;0.00
4845.00;end_private_0;1000.00;13.72;4326.00;246.00;start_private_0;5.10;0.00;tripinfo_car82;519.00;car82;0;4995.30;1.02;0.00;164.68;car;;0;0.00
4847.00;end_private_0;1000.00;12.51;4329.00;249.00;start_private_0;5.10;0.00;tripinfo_car83;518.00;car83;0;4995.30;0.90;0.00;119.44;car;;0;0.00
4849.00;end_private_0;1000.00;13.99;4332.00;252.00;start_private_0;5.10;0.00;tripinfo_car84;517.00;car84;0;4995.30;1.01;0.00;161.01;car;;0;0.00
4851.00;end_private_0;1000.00;13.61;4335.00;255.00;start_private_0;5.10;0.00;tripinfo_car85;516.00;car85;0;4995.30;1.04;0.00;170.49;car;;0;0.00
4853.00;end_private_0;1000.00;12.99;4338.00;258.00;start_private_0;5.10;0.00;tripinfo_car86;515.00;car86;0;4995.30;0.98;0.00;147.21;car;;0;0.00
4854.00;end_private_0;1000.00;12.60;4341.00;261.00;start_private_0;5.10;0.00;tripinfo_car87;513.00;car87;0;4995.30;1.00;0.00;153.06;car;;0;0.00
4856.00;end_private_0;1000.00;15.90;4344.00;264.00;start_private_0;5.10;0.00;tripinfo_car88;512.00;car88;0;4995.30;1.17;0.00;203.23;car;;0;0.00
4858.00;end_private_0;1000.00;12.53;4347.00;267.00;start_private_0;5.10;0.00;tripinfo_car89;511.00;car89;0;4995.30;0.96;0.00;134.48;car;;0;0.00
4860.00;end_private_0;1000.00;12.79;4350.00;270.00;start_private_0;5.10;0.00;tripinfo_car90;510.00;car90;0;4995.30;0.97;0.00;137.57;car;;0;0.00
4862.00;end_private_0;1000.00;11.13;4353.00;273.00;start_private_0;5.10;0.00;tripinfo_car91;509.00;car91;0;4995.30;0.89;0.00;102.56;car;;0;0.00
4864.00;end_private_0;1000.00;13.33;4356.00;276.00;start_private_0;5.10;0.00;tripinfo_car92;508.00;car92;0;4995.30;1.02;0.00;155.68;car;;0;0.00
4867.00;end_private_0;1000.00;11.67;4359.00;279.00;start_private_0;5.10;0.00;tripinfo_car93;508.00;car93;0;4995.30;0.84;0.00;79.83;car;;0;0.00
4869.00;end_private_0;1000.00;11.30;4361.00;281.00;start_private_0;5.10;0.00;tripinfo_car94;508.00;car94;0;4995.30;0.90;0.00;107.68;car;;0;0.00
4871.00;end_private_0;1000.00;15.06;4365.00;285.00;start_private_0;5.10;0.00;tripinfo_car95;506.00;car95;0;4995.30;1.13;0.00;187.51;car;;0;0.00
4872.00;end_private_0;1000.00;12.82;4368.00;288.00;start_private_0;5.10;0.00;tripinfo_car96;504.00;car96;0;4995.30;1.00;0.00;145.36;car;;0;0.00
4874.00;end_private_0;1000.00;12.55;4371.00;291.00;start_private_0;5.10;0.00;tripinfo_car97;503.00;car97;0;4995.30;0.96;0.00;128.24;car;;0;0.00
4876.00;end_private_0;1000.00;13.50;4374.00;294.00;start_private_0;5.10;0.00;tripinfo_car98;502.00;car98;0;4995.30;0.99;0.00;136.51;car;;0;0.00
4878.00;end_private_0;1000.00;12.25;4377.00;297.00;start_private_0;5.10;0.00;tripinfo_car99;501.00;car99;0;4995.30;0.93;0.00;114.11;car;;0;0.00
4880.00;end_private_0;1000.00;15.70;4380.00;300.00;start_private_0;5.10;0.00;tripinfo_car100;500.00;car100;0;4995.30;1.13;0.00;181.49;car;;0;0.00
4882.00;end_private_0;1000.00;12.69;4383.00;303.00;start_private_0;5.10;0.00;tripinfo_car101;499.00;car101;0;4995.30;0.95;0.00;118.99;car;;0;0.00
4883.00;end_private_0;1000.00;13.43;4386.00;306.00;start_private_0;5.10;0.00;tripinfo_car102;497.00;car102;0;4995.30;0.99;0.00;134.76;car;;0;0.00
4885.00;end_private_0;1000.00;12.62;4389.00;309.00;start_private_0;5.10;0.00;tripinfo_car103;496.00;car103;0;4995.30;1.00;0.00;134.73;car;;0;0.00
4888.00;end_private_0;1000.00;11.53;4392.00;312.00;start_private_0;5.10;0.00;tripinfo_car104;496.00;car104;0;4995.30;0.83;0.00;64.03;car;;0;0.00
4890.00;end_private_0;1000.00;12.74;4395.00;315.00;start_private_0;5.10;0.00;tripinfo_car105;495.00;car105;0;4995.30;0.98;0.00;127.93;car;;0;0.00
4891.00;end_private_0;1000.00;12.39;4398.00;318.00;start_private_0;5.10;0.00;tripinfo_car106;493.00;car106;0;4995.30;0.93;0.00;105.75;car;;0;0.00
4893.00;end_private_0;1000.00;13.69;4401.00;321.00;start_private_0;5.10;0.00;tripinfo_car107;492.00;car107;0;4995.30;1.07;0.00;154.15;car;;0;0.00
4896.00;end_private_0;1000.00;11.57;4404.00;324.00;start_private_0;5.10;0.00;tripinfo_car108;492.00;car108;0;4995.30;0.86;0.00;70.77;car;;0;0.00
4897.00;end_private_0;1000.00;11.23;4407.00;327.00;start_private_0;5.10;0.00;tripinfo_car109;490.00;car109;0;4995.30;0.86;0.00;73.66;car;;0;0.00
4899.00;end_private_0;1000.00;14.35;4410.00;330.00;start_private_0;5.10;0.00;tripinfo_car110;489.00;car110;0;4995.30;1.24;0.00;198.32;car;;0;0.00
4901.00;end_private_0;1000.00;13.33;4413.00;333.00;start_private_0;5.10;0.00;tripinfo_car111;488.00;car111;0;4995.30;1.03;0.00;137.21;car;;0;0.00
4902.00;end_private_0;1000.00;14.38;4416.00;336.00;start_private_0;5.10;0.00;tripinfo_car112;486.00;car112;0;4995.30;1.06;0.00;147.78;car;;0;0.00
4904.00;end_private_0;1000.00;12.89;4419.00;339.00;start_private_0;5.10;0.00;tripinfo_car113;485.00;car113;0;4995.30;0.93;0.00;99.73;car;;0;0.00
4906.00;end_private_0;1000.00;12.02;4422.00;342.00;start_private_0;5.10;0.00;tripinfo_car114;484.00;car114;0;4995.30;0.90;0.00;83.09;car;;0;0.00
4908.00;end_private_0;1000.00;12.29;4425.00;345.00;start_private_0;5.10;0.00;tripinfo_car115;483.00;car115;0;4995.30;0.97;0.00;112.57;car;;0;0.00
4910.00;end_private_0;1000.00;13.41;4428.00;348.00;start_private_0;5.10;0.00;tripinfo_car116;482.00;car116;0;4995.30;1.02;0.00;128.37;car;;0;0.00
4911.00;end_private_0;1000.00;13.32;4431.00;351.00;start_private_0;5.10;0.00;tripinfo_car117;480.00;car117;0;4995.30;0.97;0.00;107.62;car;;0;0.00
4913.00;end_private_0;1000.00;13.35;4434.00;354.00;start_private_0;5.10;0.00;tripinfo_car118;479.00;car118;0;4995.30;0.98;0.00;113.39;car;;0;0.00
4915.00;end_private_0;1000.00;12.51;4437.00;357.00;start_private_0;5.10;0.00;tripinfo_car119;478.00;car119;0;4995.30;0.93;0.00;91.43;car;;0;0.00
4917.00;end_private_0;1000.00;12.65;4440.00;360.00;start_private_0;5.10;0.00;tripinfo_car120;477.00;car120;0;4995.30;0.95;0.00;98.02;car;;0;0.00
4919.00;end_private_0;1000.00;12.49;4443.00;363.00;start_private_0;5.10;0.00;tripinfo_car121;476.00;car121;0;4995.30;0.98;0.00;106.66;car;;0;0.00
4921.00;end_private_0;1000.00;11.76;4446.00;366.00;start_private_0;5.10;0.00;tripinfo_car122;475.00;car122;0;4995.30;0.92;0.00;82.96;car;;0;0.00
4922.00;end_private_0;1000.00;13.89;4449.00;369.00;start_private_0;5.10;0.00;tripinfo_car123;473.00;car123;0;4995.30;1.07;0.00;138.35;car;;0;0.00
4924.00;end_private_0;1000.00;15.04;4452.00;372.00;start_private_0;5.10;0.00;tripinfo_car124;472.00;car124;0;4995.30;1.12;0.00;150.21;car;;0;0.00
4926.00;end_private_0;1000.00;13.54;4455.00;375.00;start_private_0;5.10;0.00;tripinfo_car125;471.00;car125;0;4995.30;1.00;0.00;109.25;car;;0;0.00
4928.00;end_private_0;1000.00;14.14;4458.00;378.00;start_private_0;5.10;0.00;tripinfo_car126;470.00;car126;0;4995.30;1.09;0.00;138.62;car;;0;0.00
4929.00;end_private_0;1000.00;13.30;4461.00;381.00;start_private_0;5.10;0.00;tripinfo_car127;468.00;car127;0;4995.30;1.01;0.00;112.18;car;;0;0.00
4931.00;end_private_0;1000.00;12.35;4464.00;384.00;start_private_0;5.10;0.00;tripinfo_car128;467.00;car128;0;4995.30;0.95;0.00;88.13;car;;0;0.00
4933.00;end_private_0;1000.00;12.47;4467.00;387.00;start_private_0;5.10;0.00;tripinfo_car129;466.00;car129;0;4995.30;0.93;0.00;78.59;car;;0;0.00
4935.00;end_private_0;1000.00;13.70;4470.00;390.00;start_private_0;5.10;0.00;tripinfo_car130;465.00;car130;0;4995.30;1.06;0.00;126.05;car;;0;0.00
4937.00;end_private_0;1000.00;13.89;4473.00;393.00;start_private_0;5.10;0.00;tripinfo_car131;464.00;car131;0;4995.30;1.06;0.00;122.70;car;;0;0.00
4938.00;end_private_0;1000.00;16.05;4476.00;396.00;start_private_0;5.10;0.00;tripinfo_car132;462.00;car132;0;4995.30;1.25;0.00;174.63;car;;0;0.00
4940.00;end_private_0;1000.00;14.65;4479.00;399.00;start_private_0;5.10;0.00;tripinfo_car133;461.00;car133;0;4995.30;1.06;0.00;122.28;car;;0;0.00
4942.00;end_private_0;1000.00;14.27;4482.00;402.00;start_private_0;5.10;0.00;tripinfo_car134;460.00;car134;0;4995.30;1.05;0.00;115.44;car;;0;0.00
4944.00;end_private_0;1000.00;14.28;4485.00;405.00;start_private_0;5.10;0.00;tripinfo_car135;459.00;car135;0;4995.30;1.12;0.00;136.01;car;;0;0.00
4946.00;end_private_0;1000.00;12.30;4488.00;408.00;start_private_0;5.10;0.00;tripinfo_car136;458.00;car136;0;4995.30;0.97;0.00;86.88;car;;0;0.00
4948.00;end_private_0;1000.00;12.37;4491.00;411.00;start_private_0;5.10;0.00;tripinfo_car137;457.00;car137;0;4995.30;0.93;0.00;68.58;car;;0;0.00
4950.00;end_private_0;1000.00;14.61;4494.00;414.00;start_private_0;5.10;0.00;tripinfo_car138;456.00;car138;0;4995.30;1.11;0.00;131.07;car;;0;0.00
4953.00;end_private_0;1000.00;12.08;4497.00;417.00;start_private_0;5.10;0.00;tripinfo_car139;456.00;car139;0;4995.30;0.87;0.00;42.52;car;;0;0.00
4954.00;end_private_0;1000.00;13.22;4500.00;420.00;start_private_0;5.10;0.00;tripinfo_car140;454.00;car140;0;4995.30;1.00;0.00;93.68;car;;0;0.00
4956.00;end_private_0;1000.00;12.83;4503.00;423.00;start_private_0;5.10;0.00;tripinfo_car141;453.00;car141;0;4995.30;0.99;0.00;89.99;car;;0;0.00
4958.00;end_private_0;1000.00;14.35;4506.00;426.00;start_private_0;5.10;0.00;tripinfo_car142;452.00;car142;0;4995.30;1.05;0.00;108.08;car;;0;0.00
4960.00;end_private_0;1000.00;13.76;4509.00;429.00;start_private_0;5.10;0.00;tripinfo_car143;451.00;car143;0;4995.30;1.00;0.00;90.31;car;;0;0.00
4962.00;end_private_0;1000.00;11.20;4512.00;432.00;start_private_0;5.10;0.00;tripinfo_car144;450.00;car144;0;4995.30;0.90;0.00;48.36;car;;0;0.00
4963.00;end_private_0;1000.00;12.46;4515.00;435.00;start_private_0;5.10;0.00;tripinfo_car145;448.00;car145;0;4995.30;0.92;0.00;56.68;car;;0;0.00
4965.00;end_private_0;1000.00;12.24;4518.00;438.00;start_private_0;5.10;0.00;tripinfo_car146;447.00;car146;0;4995.30;0.95;0.00;68.18;car;;0;0.00
4967.00;end_private_0;1000.00;12.29;4521.00;441.00;start_private_0;5.10;0.00;tripinfo_car147;446.00;car147;0;4995.30;0.94;0.00;61.82;car;;0;0.00
4969.00;end_private_0;1000.00;12.49;4524.00;444.00;start_private_0;5.10;0.00;tripinfo_car148;445.00;car148;0;4995.30;0.93;0.00;56.77;car;;0;0.00
4970.00;end_private_0;1000.00;13.47;4527.00;447.00;start_private_0;5.10;0.00;tripinfo_car149;443.00;car149;0;4995.30;1.06;0.00;103.76;car;;0;0.00
4972.00;end_private_0;1000.00;13.85;4530.00;450.00;start_private_0;5.10;0.00;tripinfo_car150;442.00;car150;0;4995.30;1.05;0.00;100.62;car;;0;0.00
4974.00;end_private_0;1000.00;15.49;4533.00;453.00;start_private_0;5.10;0.00;tripinfo_car151;441.00;car151;0;4995.30;1.13;0.00;121.65;car;;0;0.00
4976.00;end_private_0;1000.00;13.28;4536.00;456.00;start_private_0;5.10;0.00;tripinfo_car152;440.00;car152;0;4995.30;1.02;0.00;85.83;car;;0;0.00
4978.00;end_private_0;1000.00;12.20;4539.00;459.00;start_private_0;5.10;0.00;tripinfo_car153;439.00;car153;0;4995.30;0.96;0.00;63.42;car;;0;0.00
4979.00;end_private_0;1000.00;14.73;4542.00;462.00;start_private_0;5.10;0.00;tripinfo_car154;437.00;car154;0;4995.30;1.14;0.00;120.98;car;;0;0.00
4981.00;end_private_0;1000.00;13.54;4545.00;465.00;start_private_0;5.10;0.00;tripinfo_car155;436.00;car155;0;4995.30;1.00;0.00;75.21;car;;0;0.00
4983.00;end_private_0;1000.00;13.75;4548.00;468.00;start_private_0;5.10;0.00;tripinfo_car156;435.00;car156;0;4995.30;1.01;0.00;77.84;car;;0;0.00
4985.00;end_private_0;1000.00;14.74;4551.00;471.00;start_private_0;5.10;0.00;tripinfo_car157;434.00;car157;0;4995.30;1.11;0.00;108.44;car;;0;0.00
4986.00;end_private_0;1000.00;12.59;4554.00;474.00;start_private_0;5.10;0.00;tripinfo_car158;432.00;car158;0;4995.30;1.00;0.00;70.59;car;;0;0.00
4989.00;end_private_0;1000.00;11.96;4557.00;477.00;start_private_0;5.10;0.00;tripinfo_car159;432.00;car159;0;4995.30;0.90;0.00;31.95;car;;0;0.00
4990.00;end_private_0;1000.00;14.10;4560.00;480.00;start_private_0;5.10;0.00;tripinfo_car160;430.00;car160;0;4995.30;1.18;0.00;125.64;car;;0;0.00
4992.00;end_private_0;1000.00;12.85;4563.00;483.00;start_private_0;5.10;0.00;tripinfo_car161;429.00;car161;0;4995.30;1.02;0.00;75.06;car;;0;0.00
4994.00;end_private_0;1000.00;13.38;4566.00;486.00;start_private_0;5.10;0.00;tripinfo_car162;428.00;car162;0;4995.30;1.02;0.00;74.74;car;;0;0.00
4996.00;end_private_0;1000.00;14.85;4569.00;489.00;start_private_0;5.10;0.00;tripinfo_car163;427.00;car163;0;4995.30;1.13;0.00;107.15;car;;0;0.00
4997.00;end_private_0;1000.00;14.98;4572.00;492.00;start_private_0;5.10;0.00;tripinfo_car164;425.00;car164;0;4995.30;1.10;0.00;96.58;car;;0;0.00
4999.00;end_private_0;1000.00;14.71;4575.00;495.00;start_private_0;5.10;0.00;tripinfo_car165;424.00;car165;0;4995.30;1.08;0.00;91.78;car;;0;0.00
5001.00;end_private_0;1000.00;13.43;4578.00;498.00;start_private_0;5.10;0.00;tripinfo_car166;423.00;car166;0;4995.30;1.05;0.00;81.07;car;;0;0.00
5005.00;end_private_0;1000.00;11.32;4581.00;501.00;start_private_0;5.10;0.00;tripinfo_car167;424.00;car167;0;4995.30;0.90;0.00;24.06;car;;0;0.00
5007.00;end_private_0;1000.00;11.71;4584.00;504.00;start_private_0;5.10;0.00;tripinfo_car168;423.00;car168;0;4995.30;0.93;0.00;34.30;car;;0;0.00
5012.00;end_private_0;1000.00;12.38;4587.00;507.00;start_private_0;5.10;0.00;tripinfo_car169;425.00;car169;0;4995.30;0.90;0.00;24.32;car;;0;0.00
5014.00;end_private_0;1000.00;13.63;4590.00;510.00;start_private_0;5.10;0.00;tripinfo_car170;424.00;car170;0;4995.30;1.03;0.00;73.86;car;;0;0.00
5016.00;end_private_0;1000.00;14.06;4593.00;513.00;start_private_0;5.10;0.00;tripinfo_car171;423.00;car171;0;4995.30;1.05;0.00;80.41;car;;0;0.00
5017.00;end_private_0;1000.00;14.96;4596.00;516.00;start_private_0;5.10;0.00;tripinfo_car172;421.00;car172;0;4995.30;1.22;0.00;126.67;car;;0;0.00
5019.00;end_private_0;1000.00;13.01;4599.00;519.00;start_private_0;5.10;0.00;tripinfo_car173;420.00;car173;0;4995.30;1.01;0.00;64.35;car;;0;0.00
5021.00;end_private_0;1000.00;13.99;4602.00;522.00;start_private_0;5.10;0.00;tripinfo_car174;419.00;car174;0;4995.30;1.03;0.00;70.77;car;;0;0.00
5022.00;end_private_0;1000.00;14.86;4605.00;525.00;start_private_0;5.10;0.00;tripinfo_car175;417.00;car175;0;4995.30;1.13;0.00;99.43;car;;0;0.00
5024.00;end_private_0;1000.00;13.82;4608.00;528.00;start_private_0;5.10;0.00;tripinfo_car176;416.00;car176;0;4995.30;1.02;0.00;63.51;car;;0;0.00
5026.00;end_private_0;1000.00;12.85;4611.00;531.00;start_private_0;5.10;0.00;tripinfo_car177;415.00;car177;0;4995.30;0.99;0.00;50.23;car;;0;0.00
5028.00;end_private_0;1000.00;13.71;4614.00;534.00;start_private_0;5.10;0.00;tripinfo_car178;414.00;car178;0;4995.30;1.05;0.00;72.15;car;;0;0.00
5030.00;end_private_0;1000.00;12.51;4617.00;537.00;start_private_0;5.10;0.00;tripinfo_car179;413.00;car179;0;4995.30;0.98;0.00;44.68;car;;0;0.00
5032.00;end_private_0;1000.00;12.41;4620.00;540.00;start_private_0;5.10;0.00;tripinfo_car180;412.00;car180;0;4995.30;0.93;0.00;24.30;car;;0;0.00
5033.00;end_private_0;1000.00;14.19;4623.00;543.00;start_private_0;5.10;0.00;tripinfo_car181;410.00;car181;0;4995.30;1.06;0.00;69.59;car;;0;0.00
5035.00;end_private_0;1000.00;14.88;4626.00;546.00;start_private_0;5.10;0.00;tripinfo_car182;409.00;car182;0;4995.30;1.10;0.00;80.66;car;;0;0.00
5037.00;end_private_0;1000.00;12.10;4629.00;549.00;start_private_0;5.10;0.00;tripinfo_car183;408.00;car183;0;4995.30;0.95;0.00;30.75;car;;0;0.00
5053.00;end_private_0;1000.00;12.32;4632.00;552.00;start_private_0;5.10;0.00;tripinfo_car184;421.00;car184;0;4995.30;0.91;0.00;24.38;car;;0;0.00
5090.00;end_private_0;1000.00;10.46;4635.00;555.00;start_private_0;5.10;0.00;tripinfo_car185;455.00;car185;0;4995.30;0.84;0.00;27.87;car;;0;0.00
5092.00;end_private_0;1000.00;14.12;4638.00;558.00;start_private_0;5.10;0.00;tripinfo_car186;454.00;car186;0;4995.30;1.04;0.00;108.78;car;;0;0.00
5094.00;end_private_0;1000.00;12.61;4641.00;561.00;start_private_0;5.10;0.00;tripinfo_car187;453.00;car187;0;4995.30;0.97;0.00;81.37;car;;0;0.00
5095.00;end_private_0;1000.00;12.34;4644.00;564.00;start_private_0;5.10;0.00;tripinfo_car188;451.00;car188;0;4995.30;0.96;0.00;75.67;car;;0;0.00
5120.00;end_private_0;1000.00;10.38;4647.00;567.00;start_private_0;5.10;0.00;tripinfo_car189;473.00;car189;0;4995.30;0.81;0.00;30.17;car;;0;0.00
5122.00;end_private_0;1000.00;13.40;4650.00;570.00;start_private_0;5.10;0.00;tripinfo_car190;472.00;car190;0;4995.30;1.04;0.00;124.49;car;;0;0.00
5124.00;end_private_0;1000.00;14.02;4653.00;573.00;start_private_0;5.10;0.00;tripinfo_car191;471.00;car191;0;4995.30;1.01;0.00;114.49;car;;0;0.00
5126.00;end_private_0;1000.00;13.29;4656.00;576.00;start_private_0;5.10;0.00;tripinfo_car192;470.00;car192;0;4995.30;0.97;0.00;99.45;car;;0;0.00
5128.00;end_private_0;1000.00;12.00;4659.00;579.00;start_private_0;5.10;0.00;tripinfo_car193;469.00;car193;0;4995.30;0.87;0.00;56.81;car;;0;0.00
5129.00;end_private_0;1000.00;12.79;4662.00;582.00;start_private_0;5.10;0.00;tripinfo_car194;467.00;car194;0;4995.30;1.00;0.00;105.88;car;;0;0.00
5131.00;end_private_0;1000.00;13.10;4665.00;585.00;start_private_0;5.10;0.00;tripinfo_car195;466.00;car195;0;4995.30;1.00;0.00;104.51;car;;0;0.00
5133.00;end_private_0;1000.00;14.71;4668.00;588.00;start_private_0;5.10;0.00;tripinfo_car196;465.00;car196;0;4995.30;1.10;0.00;137.56;car;;0;0.00
5135.00;end_private_0;1000.00;14.02;4671.00;591.00;start_private_0;5.10;0.00;tripinfo_car197;464.00;car197;0;4995.30;1.03;0.00;114.08;car;;0;0.00
5137.00;end_private_0;1000.00;11.02;4674.00;594.00;start_private_0;5.10;0.00;tripinfo_car198;463.00;car198;0;4995.30;0.88;0.00;52.30;car;;0;0.00
5140.00;end_private_0;1000.00;10.83;4677.00;597.00;start_private_0;5.10;0.00;tripinfo_car199;463.00;car199;0;4995.30;0.83;0.00;28.22;car;;0;0.00
